gap,homo,lumo,is_camb3lyp/6-31g,is_QChem PBE0/def2-SVP DFT,is_QChem B3LYP/def2-SVP DFT,is_b3lyp/6-31g(d),is_QChem BP86/def2-SVP DFT,is_QChem M06-2X/def2-SVP DFT
2.0126,-4.73777404386,-2.6073948014700004,0,0,0,1,0,0
2.9929,-7.04910898893,-2.02588752838,1,0,0,0,0,0
2.1521,-5.931809567640001,-1.94915142589,1,0,0,0,0,0
1.7965,-5.505407182560001,-2.09201119116,1,0,0,0,0,0
1.6385,-5.041453087742199,-3.0838661328538004,0,0,0,1,0,0
2.7909,-5.40009912702,-2.27541591837,0,0,0,1,0,0
1.6627,-4.852061856076601,-2.906175796248,0,0,0,1,0,0
2.1932,-5.372343515479801,-2.8131128634468,0,0,0,1,0,0
2.2496,-5.79656898986,-1.7311882411699997,1,0,0,0,0,0
1.7992,-4.9209066572424005,-2.8302560352786004,0,0,0,1,0,0
1.2172,-4.362256946596601,-2.7273970042877997,0,0,0,1,0,0
2.8132,-5.9780689202,-1.38369886928,1,0,0,0,0,0
2.4306,-5.86187631112,-1.72084791531,1,0,0,0,0,0
1.8914,-4.5421241939112,-2.341539581153,0,0,0,1,0,0
2.1173,-5.58051060201,-3.0634575949599996,0,0,0,1,0,0
1.8579,-5.246354808208,-2.9995108428878,0,0,0,1,0,0
2.7741,-6.250726986480001,-2.0958207849000003,1,0,0,0,0,0
2.8828,-6.27875471186,-1.27430910616,1,0,0,0,0,0
1.3655,-4.716004936776601,-2.9527072626486004,0,0,0,1,0,0
2.3583,-6.1895013728,-2.37827494936,1,0,0,0,0,0
2.4728,-5.36336375881,-2.34290015035,0,0,0,1,0,0
1.9242,-4.8773684430664,-2.6694367566659998,0,0,0,1,0,0
1.8729,-4.265928647732199,-2.1341888361398005,0,0,0,1,0,0
2.3045,-5.964191114430001,-2.2128297355,1,0,0,0,0,0
1.8824,-4.994649507503,-2.7676698524005996,0,0,0,1,0,0
2.4194,-5.4303037631016,-2.7167845645824,0,0,0,1,0,0
1.8941,-4.5290627296584,-2.4512014581088,0,0,0,1,0,0
2.8846,-5.330710098174001,-2.042214358693,0,0,0,1,0,0
2.3173,-4.6166833856876,-2.0008530552258,0,0,0,1,0,0
1.5833,-4.2411662884196,-2.4340582862770006,0,0,0,1,0,0
2.2913,-4.5195387453074,-1.9233006112248,0,0,0,1,0,0
2.0276,-5.736159717688,-3.4003345271456,0,0,0,1,0,0
1.9693,-5.352751319100601,-2.9445438474906003,0,0,0,1,0,0
2.9648,-6.524473508110001,-1.68601734397,1,0,0,0,0,0
1.6623,-4.622669890136801,-2.6163745581389994,0,0,0,1,0,0
3.0606,-5.2697565983276,-1.8503741024799996,0,0,0,1,0,0
1.7757,-4.9415873089760005,-2.849031890142,0,0,0,1,0,0
2.5087,-5.296423754510001,-2.3586827529799996,0,0,0,1,0,0
2.7592,-5.86350899415,-1.3241059386300005,1,0,0,0,0,0
1.7164,-4.8866203135788,-2.901277747153201,0,0,0,1,0,0
2.2734,-5.1911156989722,-2.6792328548556,0,0,0,1,0,0
1.6723,-5.2196876520252,-3.296114926961799,0,0,0,1,0,0
3.4105,-7.134824848089999,-0.716475737034,1,0,0,0,0,0
2.2272,-4.710562660004601,-2.1505156664558,0,0,0,1,0,0
2.3071,-4.527702160465401,-1.9298313433512,0,0,0,1,0,0
3.026,-5.2237693596,-1.9238448389,0,0,0,1,0,0
2.6689,-5.2928862746086,-2.3263012061914,0,0,0,1,0,0
2.7489,-4.8158707155428,-1.880306624726,0,0,0,1,0,0
2.4889,-5.174244640979,-2.3771864940096,0,0,0,1,0,0
3.0078,-5.2686681429732,-1.917041992937,0,0,0,1,0,0
2.6472,-4.758182581759599,-1.8022099530478,0,0,0,1,0,0
2.4716,-5.8577946035422,-3.1366562175422006,0,0,0,1,0,0
2.866,-6.568828063803999,-2.2201768091374,1,0,0,0,0,0
1.7884,-5.95249021938,-3.6699993412,0,0,0,1,0,0
2.6423,-4.9328796661408,-2.0765007023566,0,0,0,1,0,0
2.0553,-5.562823202499801,-2.9148834390832,0,0,0,1,0,0
2.7238,-5.985688107679999,-1.5736343286200003,1,0,0,0,0,0
2.5017,-5.6169738563800005,-1.24736983614,1,0,0,0,0,0
4.0426,-7.32394396592,-0.933350466398,1,0,0,0,0,0
2.2739,-5.150026509343601,-2.6955596851715997,0,0,0,1,0,0
1.9912,-4.757366240243801,-2.3690230788516,0,0,0,1,0,0
2.6128,-5.44445368271,-2.5132434133100006,0,0,0,1,0,0
2.6824,-4.8321975458588,-1.8008493838548,0,0,0,1,0,0
2.271,-5.04471845381,-2.42562275728,0,0,0,1,0,0
2.6869,-5.785412322474599,-2.6941991159786,0,0,0,1,0,0
2.4382,-5.230844319407801,-2.4063026747398,0,0,0,1,0,0
2.828,-5.2085309846426,-2.1450733896838,0,0,0,1,0,0
1.9206,-4.7472980282156,-2.579639189928,0,0,0,1,0,0
2.2355,-4.6131459057857995,-2.1461618450382,0,0,0,1,0,0
2.7351,-6.661618882770001,-2.05908541669,1,0,0,0,0,0
1.8229,-4.8419936440484,-2.9069921377637997,0,0,0,1,0,0
2.8025,-6.609100911920001,-1.9483350843799996,1,0,0,0,0,0
2.1459,-6.896997353159999,-2.0683372872,1,0,0,0,0,0
1.7988,-4.6202208655894,-2.4691609714564,0,0,0,1,0,0
2.1486,-4.9617237330324,-2.4473918643684005,0,0,0,1,0,0
2.399,-4.880905922968199,-2.185074123958,0,0,0,1,0,0
2.7423,-6.8167237707699995,-2.0898342804499994,1,0,0,0,0,0
2.5968,-6.784342223975201,-3.839526262646,0,0,0,1,0,0
0.6948,-4.9214508849196,-3.8746289478254,0,0,0,1,0,0
2.2111,-7.70626390915,-3.866465532670001,1,0,0,0,0,0
1.7365,-5.1081209781992,-3.0748863761799994,0,0,0,1,0,0
3.0046,-6.288550810049999,-1.24328812856,1,0,0,0,0,0
2.9397,-5.6956147557366,-2.3665740543042,0,0,0,1,0,0
2.1814,-6.153582346099999,-2.1769107088,1,0,0,0,0,0
2.0033,-4.7652575415632,-2.5409990248467995,0,0,0,1,0,0
1.853,-5.038187721679,-2.8552905084298,0,0,0,1,0,0
2.9781,-4.867572344876801,-1.465333020861,0,0,0,1,0,0
2.125,-6.217529098171401,-3.1554320724056,0,0,0,1,0,0
1.5166,-4.728250059513601,-2.8580116468158,0,0,0,1,0,0
2.7472,-5.2754709889382,-1.481659851177,0,0,0,1,0,0
2.8893,-6.4376691936,-1.6198936811900004,1,0,0,0,0,0
2.9503,-6.12664307608,-1.3475077287500001,1,0,0,0,0,0
3.0656,-5.31220635715,-1.93636207548,0,0,0,1,0,0
2.3254,-6.48474488768,-2.02452695918,1,0,0,0,0,0
2.2569,-6.06541746239,-2.27541591837,1,0,0,0,0,0
1.8968,-4.537498258655001,-2.3189541325492,0,0,0,1,0,0
2.6272,-6.683932217531802,-3.2718967953264,0,0,0,1,0,0
2.6393,-4.988663003053799,-2.1290186732064,0,0,0,1,0,0
3.1092,-6.820533364510001,-1.6253359579599997,1,0,0,0,0,0
2.5527,-5.030296420359999,-2.22289794752,0,0,0,1,0,0
2.4082,-6.3946752071,-2.2525583559299998,1,0,0,0,0,0
2.1301,-5.26540277691,-2.8808692092582002,0,0,0,1,0,0
2.3702,-5.9067750944899995,-1.7736379999900003,1,0,0,0,0,0
2.4407,-5.30485928351,-2.4759638174200003,0,0,0,1,0,0
1.9204,-5.5195571021624,-2.9203257158552,0,0,0,1,0,0
1.8963,-4.9277095032074,-2.776921722913,0,0,0,1,0,0
1.9442,-4.5543693166482,-2.2960965701068,0,0,0,1,0,0
2.3427,-4.676276316341001,-2.2269796551024,0,0,0,1,0,0
2.0927,-5.454249780898399,-2.9404621399116,0,0,0,1,0,0
2.535,-6.11439795334,-1.92438906658,1,0,0,0,0,0
2.6135,-4.8770963292278005,-1.9535052473094,0,0,0,1,0,0
2.2757,-5.712757927568401,-3.0482192199972005,0,0,0,1,0,0
4.6675,-6.0458252660148,-0.9855963234092,0,0,0,1,0,0
3.233,-6.212358935239999,-1.01199136575,1,0,0,0,0,0
2.5504,-5.563095316339999,-1.14750405738,1,0,0,0,0,0
2.799,-6.78134897175,-2.04520761092,1,0,0,0,0,0
2.2581,-5.297784323703399,-2.7518872497618,0,0,0,1,0,0
1.8989,-4.8403609610168,-2.7459007453126,0,0,0,1,0,0
1.7971,-5.1516591923799995,-3.0653623918299995,0,0,0,1,0,0
1.8033,-5.308124649570201,-3.1151592242928,0,0,0,1,0,0
2.6887,-5.99058615678,-1.5551305876000001,1,0,0,0,0,0
1.5161,-4.4155912589622,-2.715696109228,0,0,0,1,0,0
2.4964,-5.353839774455,-2.5771901653805998,0,0,0,1,0,0
2.5922,-4.7372298161874,-1.8076522298198,0,0,0,1,0,0
1.643,-5.0224051190402,-2.9557005148732003,0,0,0,1,0,0
2.4791,-6.091268277060001,-1.6691462859699997,1,0,0,0,0,0
3.4816,-6.1301805559808,-2.2375920948078005,0,0,0,1,0,0
2.6278,-5.0738346345356,-2.0824872068057996,0,0,0,1,0,0
2.4254,-4.867028117199999,-2.2735111214999995,0,0,0,1,0,0
2.9947,-6.55086855046,-1.72710653359,1,0,0,0,0,0
1.9347,-4.866211775683801,-2.601408297016,0,0,0,1,0,0
3.0245,-5.726635733337,-2.3752816971394,0,0,0,1,0,0
2.2861,-5.66513800581,-1.6326830315999998,1,0,0,0,0,0
2.5736,-5.2667633461030015,-2.3809960877500003,0,0,0,1,0,0
2.1504,-5.1894830159406,-2.746989200667,0,0,0,1,0,0
2.6505,-6.2422914574799995,-1.80302629456,1,0,0,0,0,0
1.6739,-4.760903720145601,-2.8003235130325996,0,0,0,1,0,0
2.6705,-4.755733557210001,-1.7698284062499998,0,0,0,1,0,0
1.6533,-4.785393965619601,-2.8101196112222,0,0,0,1,0,0
2.423,-4.945396902716401,-2.1965029051792,0,0,0,1,0,0
2.57,-6.18433120986,-1.81445507578,1,0,0,0,0,0
2.3651,-4.890157793480601,-2.3829008846202,0,0,0,1,0,0
2.0152,-4.339399384154201,-2.1276581040134,0,0,0,1,0,0
2.4742,-4.716821278292401,-1.9039805286842,0,0,0,1,0,0
2.5903,-4.8066188450304,-1.8525510131888,0,0,0,1,0,0
1.8028,-4.815326487865599,-2.7018183034594,0,0,0,1,0,0
2.5478,-5.041725201580801,-2.0226221623138,0,0,0,1,0,0
2.4025,-5.108393092037801,-2.4533783688176003,0,0,0,1,0,0
2.22,-4.267833444602401,-1.6209821365402,0,0,0,1,0,0
2.7477,-4.488517767707001,-1.4062843178848,0,0,0,1,0,0
2.3749,-4.6074315151752,-1.9820772003624,0,0,0,1,0,0
1.3963,-4.3940942657128,-2.6177351273319998,0,0,0,1,0,0
2.3128,-4.6414457450002,-1.9540494749866,0,0,0,1,0,0
1.9548,-4.704576155555399,-2.4808618665162,0,0,0,1,0,0
2.3814,-5.2085309846426,-2.6386878929042,0,0,0,1,0,0
2.9258,-4.531511754205801,-1.254444795946,0,0,0,1,0,0
2.8911,-4.70620883859,-1.53989221264,0,0,0,1,0,0
2.7822,-7.207479243,-2.36875096501,1,0,0,0,0,0
1.9195,-4.6398130619686,-2.4171872282838014,0,0,0,1,0,0
2.1626,-4.5921931402136,-2.224530630555,0,0,0,1,0,0
2.5454,-4.8324696596974,-1.9676551669166,0,0,0,1,0,0
2.5788,-6.905977109830001,-3.85666943448,0,0,0,1,0,0
2.1856,-6.165011127320001,-2.42208527738,1,0,0,0,0,0
3.3678,-4.975329424962401,-1.257165934332,0,0,0,1,0,0
1.4679,-4.6430784280318,-3.0030483227896,0,0,0,1,0,0
3.378,-6.59114139857,-1.1641030015299996,1,0,0,0,0,0
3.1076,-5.105671953649999,-1.81690410033,0,0,0,1,0,0
2.1161,-5.7669085814498,-3.3143465541479995,0,0,0,1,0,0
1.6277,-5.1522034200524,-3.183459797781401,0,0,0,1,0,0
2.2683,-5.7435067913302005,-3.0561105213166,0,0,0,1,0,0
1.5941,-5.0964200831393995,-2.6770559441468,0,0,0,1,0,0
0.8644,-5.199279114129999,-4.087966197289999,0,0,0,1,0,0
3.6078,-7.81701424146,-2.14071956827,1,0,0,0,0,0
2.0896,-5.7347991485,-3.14754077109,0,0,0,1,0,0
2.4207,-4.566070211708001,-1.8452039395466,0,0,0,1,0,0
2.8503,-6.434403827539999,-1.920307359,1,0,0,0,0,0
2.7934,-6.69835425098,-2.05772484749,1,0,0,0,0,0
2.7168,-4.8643069788136,-1.4876463556262,0,0,0,1,0,0
4.1131,-7.01182939304,-0.6171541859449999,1,0,0,0,0,0
2.0917,-4.979955360218599,-2.7048115556839996,0,0,0,1,0,0
2.7298,-6.878765725969999,-1.4201621236499997,1,0,0,0,0,0
3.622,-6.879582067489999,-0.9532147766159998,1,0,0,0,0,0
3.0842,-5.1407746388312,-1.7398958840083998,0,0,0,1,0,0
1.8338,-4.2400778330652,-2.1118755013746,0,0,0,1,0,0
2.8066,-4.61450647498,-1.5850631098499997,0,0,0,1,0,0
1.694,-4.9165528358248,-2.9415505952659995,0,0,0,1,0,0
3.1561,-7.62000382232,-2.19078851457,1,0,0,0,0,0
1.8296,-4.893967387221,-2.8520251423666005,0,0,0,1,0,0
1.2425,-4.618316068719199,-2.976925394284,0,0,0,1,0,0
2.416,-5.3807790444764,-2.7744726983655994,0,0,0,1,0,0
4.4295,-7.253738595559998,-0.38095937404,1,0,0,0,0,0
2.8849,-5.313839040180801,-2.1246648517888,0,0,0,1,0,0
2.7162,-5.21506171677,-2.18507412396,0,0,0,1,0,0
2.6783,-6.65209489842,-2.42562275728,1,0,0,0,0,0
1.5361,-4.8011765682584,-2.6710694396976,0,0,0,1,0,0
2.1711,-5.204449277063601,-2.7978744884852,0,0,0,1,0,0
1.9764,-5.2942468438016,-2.9317544970764,0,0,0,1,0,0
2.1739,-5.916843306520001,-1.89826613807,1,0,0,0,0,0
3.2456,-6.393042524070001,-1.2062806465100002,1,0,0,0,0,0
2.8679,-5.977252578689999,-1.1276397471600001,1,0,0,0,0,0
2.3918,-6.26242788154,-1.98262142804,1,0,0,0,0,0
2.2658,-5.218599196670801,-2.6381436652269996,0,0,0,1,0,0
1.8844,-4.985125523151999,-2.7744726983655994,0,0,0,1,0,0
2.5956,-5.2085309846426,-2.4057584470626003,0,0,0,1,0,0
3.5178,-4.539947283202401,-0.6476309358680002,0,0,0,1,0,0
2.0213,-4.797366974518001,-2.4375957661788,0,0,0,1,0,0
2.44,-4.3780395492354005,-1.6751327904216,0,0,0,1,0,0
2.9289,-6.1584803952,-1.2492746330099997,1,0,0,0,0,0
1.6625,-4.9644448714184,-2.9132507560515997,0,0,0,1,0,0
3.9339,-5.1048556121359985,-0.6805567103386001,0,0,0,1,0,0
1.4065,-4.5780432206064,-2.9777417357998006,0,0,0,1,0,0
2.323,-5.8920809472058,-3.196793375872799,0,0,0,1,0,0
1.82,-5.149210167827801,-3.0985602801382,0,0,0,1,0,0
2.9107,-4.6221256624596005,-1.5817977437817998,0,0,0,1,0,0
1.9635,-5.8948020855918,-3.4381583507110003,0,0,0,1,0,0
2.0416,-4.400897111677802,-2.161944447677,0,0,0,1,0,0
2.8183,-6.956046056129998,-2.12820233169,1,0,0,0,0,0
3.0178,-5.66187263975,-0.749401511504,1,0,0,0,0,0
1.7503,-4.233819214777401,-2.2903821794962,0,0,0,1,0,0
2.0677,-5.2863555424822,-3.0294433651337993,0,0,0,1,0,0
1.8569,-4.9285258447232,-2.7499824528915995,0,0,0,1,0,0
2.6597,-6.250726986480001,-1.8509183301600003,1,0,0,0,0,0
2.0355,-4.5570904550342,-2.2144624185267996,0,0,0,1,0,0
2.6398,-4.814782260188399,-1.9358178478003996,0,0,0,1,0,0
1.6158,-5.590306700199999,-3.69231267596,0,0,0,1,0,0
2.4094,-6.253448124870001,-2.1007188339900003,1,0,0,0,0,0
3.3032,-6.67005441176,-1.4239717173900002,1,0,0,0,0,0
2.9927,-6.007729328609999,-1.5096875765500002,1,0,0,0,0,0
1.8535,-4.640629403484399,-2.6337898438093994,0,0,0,1,0,0
1.6664,-4.004155134999,-2.0824872068057996,0,0,0,1,0,0
2.7087,-5.89643476862,-2.7848130242300004,0,0,0,1,0,0
1.5489,-4.6643033074426015,-2.6724300088905997,0,0,0,1,0,0
2.0261,-6.32174869836,-3.1483571126,0,0,0,1,0,0
2.2978,-5.1230872393222,-2.6699809843431996,0,0,0,1,0,0
3.1608,-5.1108421165852,-1.7162219800502003,0,0,0,1,0,0
2.8577,-6.5495079812600006,-2.15813485394,1,0,0,0,0,0
1.8215,-4.9818601570888,-2.854474166914,0,0,0,1,0,0
2.3318,-5.312206357149201,-2.6697088705046,0,0,0,1,0,0
1.8573,-4.7475701420542,-2.6090274844967998,0,0,0,1,0,0
2.239,-4.5736893991888,-1.9864310217799996,0,0,0,1,0,0
2.2311,-6.31630642158,-2.28276299202,1,0,0,0,0,0
2.7533,-6.0001101411299995,-1.83486361368,1,0,0,0,0,0
2.379,-5.1345160205433995,-2.4552831656878,0,0,0,1,0,0
2.4302,-4.8134216909954,-2.1213994857256,0,0,0,1,0,0
2.0669,-5.5549319011803995,-3.0065858026913994,0,0,0,1,0,0
2.7299,-6.366647481720001,-1.63894164989,1,0,0,0,0,0
2.2803,-4.926348934014402,-2.4909300785444,0,0,0,1,0,0
3.1735,-5.1451284602488,-1.7382632009768,0,0,0,1,0,0
1.8316,-4.745121117506801,-2.7118865154876,0,0,0,1,0,0
3.0466,-5.083630732725201,-1.7842504397001997,0,0,0,1,0,0
3.0805,-4.809612097255,-1.5028847305877997,0,0,0,1,0,0
2.8869,-6.753049132540001,-1.83404727216,1,0,0,0,0,0
2.0794,-4.846075351627399,-2.512971299471,0,0,0,1,0,0
1.7062,-5.0996854492026,-3.1165197934857995,0,0,0,1,0,0
2.3448,-4.876824215389201,-2.2016730681126,0,0,0,1,0,0
2.1556,-4.401441339355,-1.887109470691,0,0,0,1,0,0
1.6193,-6.498894807280001,-4.372325158620001,0,0,0,1,0,0
4.2095,-6.728014659379999,-0.244086113224,1,0,0,0,0,0
2.6064,-4.4357276830186,-1.6718674243584,0,0,0,1,0,0
1.5196,-4.5369540309778,-2.795969691615,0,0,0,1,0,0
2.9825,-6.1628342166099985,-2.53093081282,0,0,0,1,0,0
2.2806,-5.47220929425,-1.2998878069900002,1,0,0,0,0,0
1.3698,-5.499964905783199,-3.7505450374238007,0,0,0,1,0,0
2.1491,-5.277647899647,-2.8438617272086,0,0,0,1,0,0
2.2402,-4.7614479478228,-2.1662982690945998,0,0,0,1,0,0
1.9046,-5.093426830914801,-2.8814134369353996,0,0,0,1,0,0
1.8714,-5.145944801764601,-2.7886226179728,0,0,0,1,0,0
1.9379,-5.5557482426962,-3.0917574341732,0,0,0,1,0,0
2.8861,-5.7024176017016,-2.3793634047184,0,0,0,1,0,0
2.2534,-4.7649854277246,-2.1965029051792,0,0,0,1,0,0
2.0331,-5.0101599963032,-2.7859014795868,0,0,0,1,0,0
2.1462,-4.84471478243,-2.5921564264999994,0,0,0,1,0,0
2.6239,-4.915736494309001,-2.0593575305247995,0,0,0,1,0,0
1.9393,-5.0956037416236,-2.9848166956034,0,0,0,1,0,0
2.5923,-5.87901948295,-2.0873852558999997,1,0,0,0,0,0
1.8153,-5.338601399493401,-3.2533930543016,0,0,0,1,0,0
2.3987,-6.407736671350001,-2.2593612019,1,0,0,0,0,0
2.5386,-5.416425957333001,-2.6618175691852004,0,0,0,1,0,0
2.7882,-6.652367012254199,-3.2582911033964006,0,0,0,1,0,0
2.1391,-5.72854053021,-1.82316271862,1,0,0,0,0,0
2.2313,-3.9244257802892006,-1.4449244829660002,0,0,0,1,0,0
3.2624,-5.0550587796721995,-1.5183952193880002,0,0,0,1,0,0
2.7528,-6.479846838579999,-1.5986688017699997,1,0,0,0,0,0
1.859,-5.441732544322799,-3.2860467149336006,0,0,0,1,0,0
1.9814,-5.228123181021799,-3.005497347337,0,0,0,1,0,0
2.3333,-4.9500228379726,-2.341539581153,0,0,0,1,0,0
2.5624,-5.609082555061801,-2.5080732503762,0,0,0,1,0,0
2.5625,-5.912761598939403,-3.0318923896812002,0,0,0,1,0,0
1.6979,-5.101862359911399,-3.0656345056676,0,0,0,1,0,0
2.4603,-4.8204966508,-1.94588605983,0,0,0,1,0,0
1.5322,-5.1494822816664,-3.3540751745835995,0,0,0,1,0,0
2.5403,-5.679015811582,-2.8035888790958,0,0,0,1,0,0
2.4114,-5.329349528981,-2.4588206455896,0,0,0,1,0,0
1.88,-5.4441815688702,-3.0542057244464,0,0,0,1,0,0
2.5544,-4.8988654363158,-2.0354115127280004,0,0,0,1,0,0
1.6022,-5.444453682708801,-3.3663202973206,0,0,0,1,0,0
1.88,-4.8302927489886,-2.7535199327933997,0,0,0,1,0,0
1.8341,-4.717093392131002,-2.6596406584764005,0,0,0,1,0,0
1.8964,-5.321186113823001,-2.9654966130627995,0,0,0,1,0,0
1.8179,-4.964989099095601,-2.7488939975372,0,0,0,1,0,0
2.2481,-4.391101013488201,-1.8563606069292,0,0,0,1,0,0
3.0711,-5.10131813223,-1.58805636207,0,0,0,1,0,0
2.1704,-5.4466305934176,-2.9995108428878,0,0,0,1,0,0
1.8959,-4.7181818474854,-2.502086745927,0,0,0,1,0,0
2.4565,-5.124447808515199,-2.4275275541506005,0,0,0,1,0,0
2.2755,-4.942131536653201,-2.3442607195389997,0,0,0,1,0,0
2.522,-5.336152374946,-2.4931069892531994,0,0,0,1,0,0
2.2663,-6.60774034272,-2.34480494722,1,0,0,0,0,0
2.7546,-5.2251299287972,-2.2405853470324,0,0,0,1,0,0
2.9195,-5.566088568563001,-2.2318777041972,0,0,0,1,0,0
2.1652,-4.724440465770001,-2.50154251825,0,0,0,1,0,0
2.8585,-6.682027420659999,-1.36029707916,1,0,0,0,0,0
1.7129,-4.915736494309001,-2.8857672583529994,0,0,0,1,0,0
1.621,-4.5032119149914,-2.670797325859,0,0,0,1,0,0
1.8708,-4.859136815880201,-2.6520214709956,0,0,0,1,0,0
2.0843,-4.8128774633182,-2.4141939760592,0,0,0,1,0,0
2.7144,-6.496717896579999,-2.10507265541,1,0,0,0,0,0
2.343,-7.57483292511,-3.52251364068,1,0,0,0,0,0
2.6424,-5.259960500138,-2.227251768941,0,0,0,1,0,0
2.2422,-4.510831102472199,-2.0849362313532,0,0,0,1,0,0
2.4914,-5.715751179792999,-3.0220962914916,0,0,0,1,0,0
2.8809,-6.39140984104,-1.5913217281299998,1,0,0,0,0,0
1.8258,-5.159550493694599,-2.9450880751678006,0,0,0,1,0,0
2.5739,-5.446630593420001,-2.60712268763,0,0,0,1,0,0
2.2855,-5.237375051534201,-2.6879404976908003,0,0,0,1,0,0
2.8789,-5.2986006652192,-2.167386724449,0,0,0,1,0,0
2.7808,-6.29753056672,-1.55077676618,1,0,0,0,0,0
1.7685,-4.5921931402136,-2.6321571607778,0,0,0,1,0,0
2.4176,-4.838184050308,-2.3263012061914,0,0,0,1,0,0
3.1649,-5.9364355028976,-2.499365607541,0,0,0,1,0,0
3.0481,-5.690444592803201,-2.3151445388088,0,0,0,1,0,0
1.6253,-5.0213166636858,-3.0090348272388,0,0,0,1,0,0
3.3783,-4.6438947695476,-1.1145782829056,0,0,0,1,0,0
1.3355,-4.710562660004601,-2.995973362986,0,0,0,1,0,0
2.6815,-6.072764536039998,-1.6764933596099998,1,0,0,0,0,0
1.6563,-4.4743678480998,-2.4854878017724005,0,0,0,1,0,0
2.4433,-6.21834543969,-2.00847224271,1,0,0,0,0,0
2.8482,-5.55302710431,-2.39677869039,0,0,0,1,0,0
2.0934,-4.130688069948,-1.6427512436282,0,0,0,1,0,0
3.1866,-6.7718249874,-1.7113239309600001,1,0,0,0,0,0
1.4054,-4.523076225209199,-2.7722957876568,0,0,0,1,0,0
2.3813,-4.8860760859016,-2.1513320079716,0,0,0,1,0,0
2.5371,-5.28118537955,-2.46943308529,0,0,0,1,0,0
2.2153,-4.575594196059,-2.0781333853882,0,0,0,1,0,0
3.0205,-6.51821488982,-1.40465163485,1,0,0,0,0,0
3.2442,-5.48663132769,-1.92330061122,0,0,0,1,0,0
2.3441,-5.2248578149586,-2.5358288619133997,0,0,0,1,0,0
2.8363,-5.6822811776452,-2.534740406559,0,0,0,1,0,0
1.8053,-5.1562851276314,-3.0593758873797996,0,0,0,1,0,0
2.4981,-6.379708945979999,-2.40222096716,1,0,0,0,0,0
2.919,-6.52039180053,-1.74724295765,1,0,0,0,0,0
2.7183,-5.197646431100001,-2.18344144093,0,0,0,1,0,0
2.5234,-5.238463506888601,-2.3760980386552,0,0,0,1,0,0
2.2789,-4.8311090905044,-2.3532404762127994,0,0,0,1,0,0
2.7869,-7.26652794597,-2.50725690886,1,0,0,0,0,0
2.023,-4.768250793787801,-2.523855853015,0,0,0,1,0,0
2.6966,-5.2811853795488,-2.3018109607174,0,0,0,1,0,0
2.1393,-4.6441668833862,-2.2596333157344004,0,0,0,1,0,0
1.9535,-5.6931657311892,-3.1469965434089997,0,0,0,1,0,0
2.5037,-6.0281378665058005,-1.9839819972326,1,0,0,0,0,0
2.9234,-6.25208755567,-1.36465090058,1,0,0,0,0,0
2.8612,-5.26458643539,-1.99840403068,0,0,0,1,0,0
2.5996,-5.962014203730001,-1.3396164274300002,1,0,0,0,0,0
2.5067,-5.0036292641768,-2.1790876195088,0,0,0,1,0,0
2.0859,-5.503502385685,-3.1314860546087995,0,0,0,1,0,0
2.7681,-6.362565774150001,-2.06969785639,1,0,0,0,0,0
2.7079,-7.0648915915699995,-2.51133861644,1,0,0,0,0,0
2.6046,-5.216422285962,-1.9603080932744,0,0,0,1,0,0
2.902,-6.785974907009998,-1.45635326419,1,0,0,0,0,0
1.9874,-5.773167199737601,-3.289584194835399,0,0,0,1,0,0
2.4141,-5.13152276832,-2.42725544031,0,0,0,1,0,0
2.2856,-5.547584827538201,-2.9766532804453996,0,0,0,1,0,0
1.7651,-4.8188639677674,-2.815017660317,0,0,0,1,0,0
2.5375,-4.9873024338608,-2.1491550972628004,0,0,0,1,0,0
2.4218,-4.61260167811,-1.98806370481,0,0,0,1,0,0
1.9848,-4.645799566417798,-2.306164782135,0,0,0,1,0,0
1.4463,-4.8346465704062,-2.9750205974138,0,0,0,1,0,0
2.1165,-5.3919357118599995,-2.76113912027,0,0,0,1,0,0
2.0456,-4.820224536960401,-2.551067236875,0,0,0,1,0,0
3.0801,-6.182970640670001,-1.11893210432,1,0,0,0,0,0
2.2469,-5.3013218036052,-2.7608670064356,0,0,0,1,0,0
1.368,-4.673555177955,-2.9951570214702006,0,0,0,1,0,0
2.6233,-4.7489307112472,-1.7962234485985997,0,0,0,1,0,0
2.5327,-5.383772296700001,-2.65882431696,0,0,0,1,0,0
2.4371,-6.044192582979999,-1.8103733682099996,1,0,0,0,0,0
1.1305,-4.7557335572122,-3.0591037735412,0,0,0,1,0,0
1.6673,-5.2999612344122,-2.9344756354624,0,0,0,1,0,0
1.8954,-5.60309605061,-2.03894899263,1,0,0,0,0,0
2.7098,-6.23984243294,-1.82996556459,1,0,0,0,0,0
1.7986,-4.4525987410118,-2.4277996679892,0,0,0,1,0,0
2.6224,-5.35438400213,-2.4223573912199994,0,0,0,1,0,0
1.6082,-5.7965689898572,-3.570133562432,0,0,0,1,0,0
1.6006,-5.1971022034214,-3.10209776004,0,0,0,1,0,0
2.8421,-6.590597170889999,-2.1091543629900005,1,0,0,0,0,0
2.4687,-4.346202230119199,-1.5790766053958,0,0,0,1,0,0
1.8837,-4.9696150343518,-2.819099367896,0,0,0,1,0,0
1.6506,-5.041453087742199,-2.7431796069266,0,0,0,1,0,0
3.4614,-5.223225131926999,-1.4819319650156,0,0,0,1,0,0
3.3106,-7.4697969834086,-1.3679162666422002,1,0,0,0,0,0
