homo,lumo,gap,single_bond,double_bond,triple_bond,aromatic_bond
-0.227,-0.068,0.159,15.0,4.0,0.0,0.0
-0.204,-0.094,0.11,15.0,4.0,0.0,0.0
-0.274,-0.035,0.239,15.0,4.0,0.0,0.0
-0.237,-0.065,0.172,15.0,4.0,0.0,0.0
-0.229,-0.073,0.156,15.0,4.0,0.0,0.0
-0.206,-0.099,0.107,15.0,4.0,0.0,0.0
-0.276,-0.04,0.236,15.0,4.0,0.0,0.0
-0.239,-0.069,0.17,15.0,4.0,0.0,0.0
-0.228,-0.072,0.156,15.0,4.0,0.0,0.0
-0.205,-0.097,0.108,15.0,4.0,0.0,0.0
-0.275,-0.039,0.236,15.0,4.0,0.0,0.0
-0.238,-0.068,0.17,15.0,4.0,0.0,0.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.091,0.098,27.0,0.0,0.0,33.0
-0.172,-0.111,0.061,27.0,0.0,0.0,33.0
-0.231,-0.068,0.163,27.0,0.0,0.0,33.0
-0.199,-0.091,0.108,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.199,-0.092,0.107,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.199,-0.092,0.107,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.198,-0.092,0.106,27.0,0.0,0.0,33.0
-0.189,-0.092,0.097,27.0,0.0,0.0,33.0
-0.172,-0.112,0.06,27.0,0.0,0.0,33.0
-0.23,-0.069,0.161,27.0,0.0,0.0,33.0
-0.199,-0.092,0.107,27.0,0.0,0.0,33.0
-0.194,-0.112,0.082,57.0,10.0,2.0,40.0
-0.18,-0.131,0.049,57.0,10.0,2.0,40.0
-0.232,-0.089,0.143,57.0,10.0,2.0,40.0
-0.203,-0.112,0.091,57.0,10.0,2.0,40.0
-0.192,-0.109,0.083,57.0,10.0,2.0,40.0
-0.177,-0.128,0.049,57.0,10.0,2.0,40.0
-0.23,-0.086,0.144,57.0,10.0,2.0,40.0
-0.201,-0.108,0.093,57.0,10.0,2.0,40.0
-0.194,-0.111,0.083,57.0,10.0,2.0,40.0
-0.179,-0.13,0.049,57.0,10.0,2.0,40.0
-0.232,-0.088,0.144,57.0,10.0,2.0,40.0
-0.202,-0.11,0.092,57.0,10.0,2.0,40.0
-0.192,-0.11,0.082,57.0,10.0,2.0,40.0
-0.178,-0.129,0.049,57.0,10.0,2.0,40.0
-0.23,-0.087,0.143,57.0,10.0,2.0,40.0
-0.201,-0.109,0.092,57.0,10.0,2.0,40.0
-0.195,-0.112,0.083,57.0,10.0,2.0,40.0
-0.181,-0.131,0.05,57.0,10.0,2.0,40.0
-0.234,-0.089,0.145,57.0,10.0,2.0,40.0
-0.204,-0.111,0.093,57.0,10.0,2.0,40.0
-0.194,-0.113,0.081,57.0,10.0,2.0,40.0
-0.18,-0.132,0.048,57.0,10.0,2.0,40.0
-0.232,-0.09,0.142,57.0,10.0,2.0,40.0
-0.203,-0.113,0.09,57.0,10.0,2.0,40.0
-0.193,-0.11,0.083,57.0,10.0,2.0,40.0
-0.179,-0.129,0.05,57.0,10.0,2.0,40.0
-0.232,-0.087,0.145,57.0,10.0,2.0,40.0
-0.202,-0.109,0.093,57.0,10.0,2.0,40.0
-0.194,-0.111,0.083,57.0,10.0,2.0,40.0
-0.179,-0.131,0.048,57.0,10.0,2.0,40.0
-0.232,-0.088,0.144,57.0,10.0,2.0,40.0
-0.203,-0.111,0.092,57.0,10.0,2.0,40.0
-0.191,-0.109,0.082,57.0,10.0,2.0,40.0
-0.177,-0.128,0.049,57.0,10.0,2.0,40.0
-0.229,-0.086,0.143,57.0,10.0,2.0,40.0
-0.2,-0.109,0.091,57.0,10.0,2.0,40.0
-0.191,-0.11,0.081,57.0,10.0,2.0,40.0
-0.177,-0.129,0.048,57.0,10.0,2.0,40.0
-0.229,-0.088,0.141,57.0,10.0,2.0,40.0
-0.2,-0.11,0.09,57.0,10.0,2.0,40.0
-0.193,-0.112,0.081,57.0,10.0,2.0,40.0
-0.179,-0.131,0.048,57.0,10.0,2.0,40.0
-0.231,-0.089,0.142,57.0,10.0,2.0,40.0
-0.202,-0.111,0.091,57.0,10.0,2.0,40.0
-0.192,-0.11,0.082,57.0,10.0,2.0,40.0
-0.178,-0.129,0.049,57.0,10.0,2.0,40.0
-0.23,-0.087,0.143,57.0,10.0,2.0,40.0
-0.201,-0.109,0.092,57.0,10.0,2.0,40.0
-0.192,-0.11,0.082,57.0,10.0,2.0,40.0
-0.177,-0.129,0.048,57.0,10.0,2.0,40.0
-0.229,-0.087,0.142,57.0,10.0,2.0,40.0
-0.2,-0.11,0.09,57.0,10.0,2.0,40.0
-0.193,-0.112,0.081,57.0,10.0,2.0,40.0
-0.179,-0.131,0.048,57.0,10.0,2.0,40.0
-0.231,-0.089,0.142,57.0,10.0,2.0,40.0
-0.202,-0.111,0.091,57.0,10.0,2.0,40.0
-0.192,-0.11,0.082,57.0,10.0,2.0,40.0
-0.178,-0.129,0.049,57.0,10.0,2.0,40.0
-0.23,-0.087,0.143,57.0,10.0,2.0,40.0
-0.201,-0.11,0.091,57.0,10.0,2.0,40.0
-0.193,-0.11,0.083,57.0,10.0,2.0,40.0
-0.179,-0.129,0.05,57.0,10.0,2.0,40.0
-0.231,-0.087,0.144,57.0,10.0,2.0,40.0
-0.202,-0.109,0.093,57.0,10.0,2.0,40.0
-0.193,-0.111,0.082,57.0,10.0,2.0,40.0
-0.179,-0.13,0.049,57.0,10.0,2.0,40.0
-0.231,-0.087,0.144,57.0,10.0,2.0,40.0
-0.202,-0.11,0.092,57.0,10.0,2.0,40.0
-0.194,-0.113,0.081,57.0,10.0,2.0,40.0
-0.18,-0.132,0.048,57.0,10.0,2.0,40.0
-0.233,-0.09,0.143,57.0,10.0,2.0,40.0
-0.203,-0.112,0.091,57.0,10.0,2.0,40.0
-0.193,-0.113,0.08,57.0,10.0,2.0,40.0
-0.179,-0.132,0.047,57.0,10.0,2.0,40.0
-0.231,-0.091,0.14,57.0,10.0,2.0,40.0
-0.202,-0.113,0.089,57.0,10.0,2.0,40.0
-0.193,-0.111,0.082,57.0,10.0,2.0,40.0
-0.179,-0.13,0.049,57.0,10.0,2.0,40.0
-0.231,-0.088,0.143,57.0,10.0,2.0,40.0
-0.202,-0.11,0.092,57.0,10.0,2.0,40.0
-0.195,-0.09,0.105,22.0,1.0,0.0,23.0
-0.177,-0.111,0.066,22.0,1.0,0.0,23.0
-0.238,-0.065,0.173,22.0,1.0,0.0,23.0
-0.205,-0.089,0.116,22.0,1.0,0.0,23.0
-0.195,-0.091,0.104,22.0,1.0,0.0,23.0
-0.176,-0.112,0.064,22.0,1.0,0.0,23.0
-0.236,-0.066,0.17,22.0,1.0,0.0,23.0
-0.204,-0.09,0.114,22.0,1.0,0.0,23.0
-0.195,-0.09,0.105,22.0,1.0,0.0,23.0
-0.176,-0.111,0.065,22.0,1.0,0.0,23.0
-0.237,-0.065,0.172,22.0,1.0,0.0,23.0
-0.204,-0.089,0.115,22.0,1.0,0.0,23.0
-0.194,-0.089,0.105,22.0,1.0,0.0,23.0
-0.175,-0.11,0.065,22.0,1.0,0.0,23.0
-0.236,-0.064,0.172,22.0,1.0,0.0,23.0
-0.204,-0.088,0.116,22.0,1.0,0.0,23.0
-0.187,-0.086,0.101,22.0,1.0,0.0,23.0
-0.168,-0.107,0.061,22.0,1.0,0.0,23.0
-0.229,-0.061,0.168,22.0,1.0,0.0,23.0
-0.197,-0.085,0.112,22.0,1.0,0.0,23.0
-0.195,-0.09,0.105,22.0,1.0,0.0,23.0
-0.176,-0.111,0.065,22.0,1.0,0.0,23.0
-0.237,-0.065,0.172,22.0,1.0,0.0,23.0
-0.204,-0.089,0.115,22.0,1.0,0.0,23.0
-0.196,-0.092,0.104,22.0,1.0,0.0,23.0
-0.177,-0.112,0.065,22.0,1.0,0.0,23.0
-0.237,-0.067,0.17,22.0,1.0,0.0,23.0
-0.205,-0.091,0.114,22.0,1.0,0.0,23.0
-0.195,-0.089,0.106,22.0,1.0,0.0,23.0
-0.175,-0.11,0.065,22.0,1.0,0.0,23.0
-0.237,-0.064,0.173,22.0,1.0,0.0,23.0
-0.204,-0.088,0.116,22.0,1.0,0.0,23.0
-0.196,-0.09,0.106,22.0,1.0,0.0,23.0
-0.177,-0.111,0.066,22.0,1.0,0.0,23.0
-0.238,-0.065,0.173,22.0,1.0,0.0,23.0
-0.205,-0.089,0.116,22.0,1.0,0.0,23.0
-0.193,-0.09,0.103,22.0,1.0,0.0,23.0
-0.174,-0.111,0.063,22.0,1.0,0.0,23.0
-0.235,-0.065,0.17,22.0,1.0,0.0,23.0
-0.202,-0.089,0.113,22.0,1.0,0.0,23.0
-0.189,-0.087,0.102,22.0,1.0,0.0,23.0
-0.169,-0.108,0.061,22.0,1.0,0.0,23.0
-0.231,-0.062,0.169,22.0,1.0,0.0,23.0
-0.198,-0.086,0.112,22.0,1.0,0.0,23.0
-0.195,-0.09,0.105,22.0,1.0,0.0,23.0
-0.176,-0.111,0.065,22.0,1.0,0.0,23.0
-0.237,-0.064,0.173,22.0,1.0,0.0,23.0
-0.204,-0.089,0.115,22.0,1.0,0.0,23.0
-0.194,-0.089,0.105,22.0,1.0,0.0,23.0
-0.175,-0.11,0.065,22.0,1.0,0.0,23.0
-0.236,-0.064,0.172,22.0,1.0,0.0,23.0
-0.204,-0.088,0.116,22.0,1.0,0.0,23.0
-0.188,-0.088,0.1,22.0,1.0,0.0,23.0
-0.169,-0.109,0.06,22.0,1.0,0.0,23.0
-0.23,-0.063,0.167,22.0,1.0,0.0,23.0
-0.197,-0.087,0.11,22.0,1.0,0.0,23.0
-0.189,-0.09,0.099,22.0,1.0,0.0,23.0
-0.17,-0.11,0.06,22.0,1.0,0.0,23.0
-0.231,-0.065,0.166,22.0,1.0,0.0,23.0
-0.199,-0.089,0.11,22.0,1.0,0.0,23.0
-0.193,-0.089,0.104,22.0,1.0,0.0,23.0
-0.174,-0.11,0.064,22.0,1.0,0.0,23.0
-0.236,-0.064,0.172,22.0,1.0,0.0,23.0
-0.203,-0.088,0.115,22.0,1.0,0.0,23.0
-0.191,-0.09,0.101,22.0,1.0,0.0,23.0
-0.172,-0.111,0.061,22.0,1.0,0.0,23.0
-0.233,-0.065,0.168,22.0,1.0,0.0,23.0
-0.201,-0.089,0.112,22.0,1.0,0.0,23.0
-0.188,-0.087,0.101,22.0,1.0,0.0,23.0
-0.168,-0.108,0.06,22.0,1.0,0.0,23.0
-0.229,-0.062,0.167,22.0,1.0,0.0,23.0
-0.197,-0.086,0.111,22.0,1.0,0.0,23.0
-0.188,-0.088,0.1,22.0,1.0,0.0,23.0
-0.169,-0.108,0.061,22.0,1.0,0.0,23.0
-0.23,-0.063,0.167,22.0,1.0,0.0,23.0
-0.198,-0.087,0.111,22.0,1.0,0.0,23.0
-0.192,-0.086,0.106,26.0,5.0,0.0,10.0
-0.172,-0.107,0.065,26.0,5.0,0.0,10.0
-0.235,-0.06,0.175,26.0,5.0,0.0,10.0
-0.201,-0.084,0.117,26.0,5.0,0.0,10.0
-0.192,-0.086,0.106,26.0,5.0,0.0,10.0
-0.172,-0.107,0.065,26.0,5.0,0.0,10.0
-0.235,-0.059,0.176,26.0,5.0,0.0,10.0
-0.201,-0.084,0.117,26.0,5.0,0.0,10.0
-0.192,-0.086,0.106,26.0,5.0,0.0,10.0
-0.172,-0.107,0.065,26.0,5.0,0.0,10.0
-0.235,-0.06,0.175,26.0,5.0,0.0,10.0
-0.201,-0.084,0.117,26.0,5.0,0.0,10.0
-0.184,-0.085,0.099,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.183,-0.082,0.101,26.0,5.0,0.0,10.0
-0.165,-0.103,0.062,26.0,5.0,0.0,10.0
-0.224,-0.057,0.167,26.0,5.0,0.0,10.0
-0.192,-0.081,0.111,26.0,5.0,0.0,10.0
-0.192,-0.086,0.106,26.0,5.0,0.0,10.0
-0.172,-0.107,0.065,26.0,5.0,0.0,10.0
-0.235,-0.06,0.175,26.0,5.0,0.0,10.0
-0.201,-0.084,0.117,26.0,5.0,0.0,10.0
-0.192,-0.086,0.106,26.0,5.0,0.0,10.0
-0.172,-0.107,0.065,26.0,5.0,0.0,10.0
-0.235,-0.06,0.175,26.0,5.0,0.0,10.0
-0.201,-0.084,0.117,26.0,5.0,0.0,10.0
-0.191,-0.083,0.108,26.0,5.0,0.0,10.0
-0.171,-0.105,0.066,26.0,5.0,0.0,10.0
-0.234,-0.057,0.177,26.0,5.0,0.0,10.0
-0.201,-0.082,0.119,26.0,5.0,0.0,10.0
-0.185,-0.085,0.1,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.185,-0.084,0.101,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.185,-0.084,0.101,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.185,-0.085,0.1,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.183,-0.082,0.101,26.0,5.0,0.0,10.0
-0.165,-0.103,0.062,26.0,5.0,0.0,10.0
-0.224,-0.057,0.167,26.0,5.0,0.0,10.0
-0.192,-0.081,0.111,26.0,5.0,0.0,10.0
-0.185,-0.085,0.1,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.185,-0.084,0.101,26.0,5.0,0.0,10.0
-0.166,-0.105,0.061,26.0,5.0,0.0,10.0
-0.225,-0.059,0.166,26.0,5.0,0.0,10.0
-0.194,-0.083,0.111,26.0,5.0,0.0,10.0
-0.183,-0.082,0.101,26.0,5.0,0.0,10.0
-0.165,-0.103,0.062,26.0,5.0,0.0,10.0
-0.224,-0.057,0.167,26.0,5.0,0.0,10.0
-0.192,-0.081,0.111,26.0,5.0,0.0,10.0
-0.196,-0.089,0.107,36.0,5.0,0.0,25.0
-0.177,-0.11,0.067,36.0,5.0,0.0,25.0
-0.238,-0.064,0.174,36.0,5.0,0.0,25.0
-0.206,-0.088,0.118,36.0,5.0,0.0,25.0
-0.188,-0.088,0.1,36.0,5.0,0.0,25.0
-0.169,-0.109,0.06,36.0,5.0,0.0,25.0
-0.23,-0.063,0.167,36.0,5.0,0.0,25.0
-0.197,-0.087,0.11,36.0,5.0,0.0,25.0
-0.194,-0.093,0.101,36.0,5.0,0.0,25.0
-0.176,-0.113,0.063,36.0,5.0,0.0,25.0
-0.235,-0.069,0.166,36.0,5.0,0.0,25.0
-0.203,-0.092,0.111,36.0,5.0,0.0,25.0
-0.189,-0.087,0.102,36.0,5.0,0.0,25.0
-0.17,-0.108,0.062,36.0,5.0,0.0,25.0
-0.231,-0.062,0.169,36.0,5.0,0.0,25.0
-0.198,-0.086,0.112,36.0,5.0,0.0,25.0
-0.192,-0.088,0.104,36.0,5.0,0.0,25.0
-0.173,-0.109,0.064,36.0,5.0,0.0,25.0
-0.234,-0.064,0.17,36.0,5.0,0.0,25.0
-0.201,-0.087,0.114,36.0,5.0,0.0,25.0
-0.194,-0.093,0.101,36.0,5.0,0.0,25.0
-0.176,-0.113,0.063,36.0,5.0,0.0,25.0
-0.235,-0.069,0.166,36.0,5.0,0.0,25.0
-0.203,-0.092,0.111,36.0,5.0,0.0,25.0
-0.196,-0.09,0.106,36.0,5.0,0.0,25.0
-0.177,-0.111,0.066,36.0,5.0,0.0,25.0
-0.238,-0.065,0.173,36.0,5.0,0.0,25.0
-0.206,-0.088,0.118,36.0,5.0,0.0,25.0
-0.19,-0.091,0.099,36.0,5.0,0.0,25.0
-0.173,-0.111,0.062,36.0,5.0,0.0,25.0
-0.231,-0.068,0.163,36.0,5.0,0.0,25.0
-0.2,-0.091,0.109,36.0,5.0,0.0,25.0
-0.192,-0.092,0.1,36.0,5.0,0.0,25.0
-0.174,-0.113,0.061,36.0,5.0,0.0,25.0
-0.233,-0.069,0.164,36.0,5.0,0.0,25.0
-0.201,-0.091,0.11,36.0,5.0,0.0,25.0
-0.188,-0.087,0.101,36.0,5.0,0.0,25.0
-0.169,-0.108,0.061,36.0,5.0,0.0,25.0
-0.23,-0.062,0.168,36.0,5.0,0.0,25.0
-0.198,-0.086,0.112,36.0,5.0,0.0,25.0
-0.192,-0.092,0.1,36.0,5.0,0.0,25.0
-0.174,-0.113,0.061,36.0,5.0,0.0,25.0
-0.234,-0.069,0.165,36.0,5.0,0.0,25.0
-0.202,-0.092,0.11,36.0,5.0,0.0,25.0
-0.195,-0.089,0.106,36.0,5.0,0.0,25.0
-0.176,-0.11,0.066,36.0,5.0,0.0,25.0
-0.237,-0.064,0.173,36.0,5.0,0.0,25.0
-0.204,-0.088,0.116,36.0,5.0,0.0,25.0
-0.194,-0.093,0.101,36.0,5.0,0.0,25.0
-0.176,-0.113,0.063,36.0,5.0,0.0,25.0
-0.235,-0.069,0.166,36.0,5.0,0.0,25.0
-0.203,-0.092,0.111,36.0,5.0,0.0,25.0
-0.195,-0.089,0.106,36.0,5.0,0.0,25.0
-0.176,-0.11,0.066,36.0,5.0,0.0,25.0
-0.237,-0.064,0.173,36.0,5.0,0.0,25.0
-0.205,-0.088,0.117,36.0,5.0,0.0,25.0
-0.196,-0.089,0.107,36.0,5.0,0.0,25.0
-0.177,-0.11,0.067,36.0,5.0,0.0,25.0
-0.238,-0.065,0.173,36.0,5.0,0.0,25.0
-0.205,-0.088,0.117,36.0,5.0,0.0,25.0
-0.192,-0.092,0.1,36.0,5.0,0.0,25.0
-0.173,-0.112,0.061,36.0,5.0,0.0,25.0
-0.233,-0.068,0.165,36.0,5.0,0.0,25.0
-0.201,-0.091,0.11,36.0,5.0,0.0,25.0
-0.193,-0.092,0.101,36.0,5.0,0.0,25.0
-0.175,-0.112,0.063,36.0,5.0,0.0,25.0
-0.234,-0.068,0.166,36.0,5.0,0.0,25.0
-0.202,-0.091,0.111,36.0,5.0,0.0,25.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.125,0.05,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.19,-0.103,0.087,25.0,0.0,0.0,31.0
-0.174,-0.123,0.051,25.0,0.0,0.0,31.0
-0.231,-0.079,0.152,25.0,0.0,0.0,31.0
-0.199,-0.102,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.125,0.05,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.124,0.051,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.2,-0.103,0.097,25.0,0.0,0.0,31.0
-0.191,-0.104,0.087,25.0,0.0,0.0,31.0
-0.175,-0.125,0.05,25.0,0.0,0.0,31.0
-0.232,-0.08,0.152,25.0,0.0,0.0,31.0
-0.201,-0.103,0.098,25.0,0.0,0.0,31.0
-0.196,-0.113,0.083,21.0,0.0,0.0,36.0
-0.181,-0.136,0.045,21.0,0.0,0.0,36.0
-0.237,-0.087,0.15,21.0,0.0,0.0,36.0
-0.206,-0.112,0.094,21.0,0.0,0.0,36.0
-0.197,-0.113,0.084,21.0,0.0,0.0,36.0
-0.181,-0.136,0.045,21.0,0.0,0.0,36.0
-0.238,-0.087,0.151,21.0,0.0,0.0,36.0
-0.206,-0.112,0.094,21.0,0.0,0.0,36.0
-0.196,-0.113,0.083,21.0,0.0,0.0,36.0
-0.181,-0.136,0.045,21.0,0.0,0.0,36.0
-0.237,-0.087,0.15,21.0,0.0,0.0,36.0
-0.206,-0.112,0.094,21.0,0.0,0.0,36.0
-0.197,-0.113,0.084,21.0,0.0,0.0,36.0
-0.181,-0.136,0.045,21.0,0.0,0.0,36.0
-0.238,-0.087,0.151,21.0,0.0,0.0,36.0
-0.206,-0.112,0.094,21.0,0.0,0.0,36.0
-0.196,-0.113,0.083,21.0,0.0,0.0,36.0
-0.181,-0.136,0.045,21.0,0.0,0.0,36.0
-0.237,-0.087,0.15,21.0,0.0,0.0,36.0
-0.206,-0.112,0.094,21.0,0.0,0.0,36.0
-0.197,-0.114,0.083,21.0,0.0,0.0,36.0
-0.181,-0.137,0.044,21.0,0.0,0.0,36.0
-0.238,-0.087,0.151,21.0,0.0,0.0,36.0
-0.206,-0.113,0.093,21.0,0.0,0.0,36.0
-0.196,-0.113,0.083,21.0,0.0,0.0,36.0
-0.181,-0.136,0.045,21.0,0.0,0.0,36.0
-0.237,-0.087,0.15,21.0,0.0,0.0,36.0
-0.206,-0.112,0.094,21.0,0.0,0.0,36.0
-0.197,-0.114,0.083,21.0,0.0,0.0,36.0
